item_id,order_id,product_id,quantity,discount,unit_price,sales,profit
IT-000058,ORD-00031,P0005,1,0.0,262.42,262.42,67.38
IT-000059,ORD-00031,P0008,2,0.2,359.2,718.4,-7.36
IT-000060,ORD-00031,P0019,2,0.0,1588.55,3177.1,1431.54
IT-000061,ORD-00032,P0001,3,0.1,870.16,2610.47,456.74
IT-000062,ORD-00033,P0023,1,0.0,500.04,500.04,147.17
IT-000063,ORD-00033,P0022,1,0.05,881.28,881.28,410.13
IT-000064,ORD-00033,P0024,3,0.0,1045.55,3136.65,1546.23
IT-000065,ORD-00034,P0015,1,0.05,988.66,988.66,372.14
IT-000066,ORD-00035,P0024,2,0.1,941.0,1881.99,821.71
IT-000067,ORD-00036,P0009,1,0.0,755.36,755.36,342.18
IT-000068,ORD-00036,P0020,4,0.05,661.47,2645.86,1211.22
IT-000069,ORD-00037,P0007,2,0.05,533.08,1066.17,282.99
IT-000070,ORD-00037,P0001,2,0.0,966.84,1933.68,497.86
IT-000071,ORD-00038,P0019,1,0.2,1270.84,1270.84,398.06
IT-000072,ORD-00039,P0017,1,0.2,693.33,693.33,95.37
IT-000073,ORD-00040,P0022,2,0.0,927.66,1855.32,913.02
IT-000074,ORD-00040,P0019,1,0.3,1111.98,1111.98,239.2
IT-000075,ORD-00041,P0023,3,0.2,400.03,1200.1,141.49
IT-000076,ORD-00042,P0010,1,0.0,689.95,689.95,342.65
IT-000077,ORD-00042,P0022,4,0.0,927.66,3710.64,1826.04
IT-000078,ORD-00043,P0018,3,0.15,268.7,806.11,232.78
IT-000079,ORD-00043,P0024,2,0.0,1045.55,2091.1,1030.82
IT-000080,ORD-00044,P0011,1,0.2,62.82,62.82,16.25
IT-000081,ORD-00045,P0019,1,0.0,1588.55,1588.55,715.77
IT-000082,ORD-00045,P0002,1,0.0,839.32,839.32,300.14
IT-000083,ORD-00045,P0005,2,0.15,223.06,446.11,56.03
IT-000084,ORD-00046,P0005,2,0.0,262.42,524.84,134.76
IT-000085,ORD-00047,P0024,1,0.0,1045.55,1045.55,515.41
IT-000086,ORD-00047,P0010,1,0.0,689.95,689.95,342.65
IT-000087,ORD-00048,P0020,1,0.05,661.47,661.47,302.81
IT-000088,ORD-00048,P0011,1,0.1,70.67,70.67,24.1
IT-000089,ORD-00048,P0007,2,0.0,561.14,1122.28,339.1
IT-000090,ORD-00049,P0025,1,0.2,193.2,193.2,62.07
IT-000091,ORD-00049,P0001,4,0.0,966.84,3867.36,995.72
IT-000092,ORD-00049,P0020,3,0.0,696.28,2088.84,1012.86
IT-000093,ORD-00049,P0012,5,0.05,469.46,2347.31,306.31
IT-000094,ORD-00050,P0001,3,0.1,870.16,2610.47,456.74
IT-000095,ORD-00050,P0015,5,0.3,728.48,3642.42,559.81
IT-000096,ORD-00051,P0012,1,0.1,444.75,444.75,36.55
IT-000097,ORD-00051,P0011,2,0.0,78.52,157.04,63.9
IT-000098,ORD-00052,P0013,1,0.15,1364.45,1364.45,495.21
IT-000099,ORD-00053,P0001,1,0.05,918.5,918.5,200.59
IT-000100,ORD-00053,P0004,1,0.1,41.65,41.65,18.23
IT-000101,ORD-00054,P0001,1,0.0,966.84,966.84,248.93
IT-000102,ORD-00054,P0006,3,0.15,800.73,2402.2,729.25
IT-000103,ORD-00055,P0007,2,0.05,533.08,1066.17,282.99
IT-000104,ORD-00055,P0018,1,0.0,316.12,316.12,125.01
IT-000105,ORD-00056,P0015,1,0.05,988.66,988.66,372.14
IT-000106,ORD-00056,P0001,1,0.05,918.5,918.5,200.59
IT-000107,ORD-00056,P0004,3,0.2,37.02,111.07,40.81
IT-000108,ORD-00057,P0019,4,0.0,1588.55,6354.2,2863.08
IT-000109,ORD-00058,P0021,3,0.05,1002.12,3006.35,516.11
IT-000110,ORD-00058,P0020,5,0.1,626.65,3133.26,1339.96
IT-000111,ORD-00058,P0019,5,0.05,1509.12,7545.61,3181.71
IT-000112,ORD-00059,P0011,1,0.1,70.67,70.67,24.1
IT-000113,ORD-00059,P0013,2,0.15,1364.45,2728.91,990.43
IT-000114,ORD-00059,P0023,1,0.15,425.03,425.03,72.16
IT-000115,ORD-00060,P0004,1,0.05,43.97,43.97,20.55
IT-000116,ORD-00060,P0009,1,0.05,717.59,717.59,304.41
IT-000117,ORD-00061,P0020,1,0.1,626.65,626.65,267.99
IT-000118,ORD-00061,P0008,1,0.0,449.0,449.0,86.12
IT-000119,ORD-00062,P0011,1,0.2,62.82,62.82,16.25
IT-000120,ORD-00063,P0022,2,0.2,742.13,1484.26,541.96
IT-000121,ORD-00063,P0015,3,0.0,1040.69,3122.07,1272.51
IT-000122,ORD-00063,P0017,3,0.0,866.66,2599.98,806.1
IT-000123,ORD-00063,P0010,3,0.15,586.46,1759.37,717.47
IT-000124,ORD-00064,P0006,2,0.2,753.63,1507.26,391.96
IT-000125,ORD-00065,P0006,1,0.05,894.94,894.94,337.29
IT-000126,ORD-00065,P0004,1,0.0,46.28,46.28,22.86
IT-000127,ORD-00066,P0013,1,0.0,1605.24,1605.24,736.0
IT-000128,ORD-00066,P0009,1,0.0,755.36,755.36,342.18
IT-000129,ORD-00067,P0024,2,0.0,1045.55,2091.1,1030.82
IT-000130,ORD-00067,P0007,2,0.05,533.08,1066.17,282.99
IT-000131,ORD-00067,P0011,2,0.0,78.52,157.04,63.9
IT-000132,ORD-00067,P0018,1,0.05,300.31,300.31,109.2
IT-000133,ORD-00068,P0004,1,0.15,39.34,39.34,15.92
IT-000134,ORD-00068,P0019,1,0.1,1429.7,1429.7,556.92
IT-000135,ORD-00068,P0018,1,0.05,300.31,300.31,109.2
IT-000136,ORD-00069,P0015,2,0.0,1040.69,2081.38,848.34
IT-000137,ORD-00069,P0005,3,0.0,262.42,787.26,202.14
IT-000138,ORD-00070,P0014,2,0.15,22.7,45.41,6.83
IT-000139,ORD-00071,P0018,4,0.15,268.7,1074.81,310.37
IT-000140,ORD-00072,P0014,3,0.05,25.37,76.12,18.25
IT-000141,ORD-00073,P0016,1,0.1,218.07,218.07,57.91
IT-000142,ORD-00073,P0012,1,0.0,494.17,494.17,85.97
IT-000143,ORD-00073,P0011,2,0.2,62.82,125.63,32.49
IT-000144,ORD-00074,P0004,4,0.0,46.28,185.12,91.44
IT-000145,ORD-00074,P0008,3,0.0,449.0,1347.0,258.36
IT-000146,ORD-00075,P0009,1,0.1,679.82,679.82,266.64
IT-000147,ORD-00075,P0020,1,0.0,696.28,696.28,337.62
IT-000148,ORD-00075,P0008,2,0.0,449.0,898.0,172.24
IT-000149,ORD-00076,P0004,1,0.0,46.28,46.28,22.86
IT-000150,ORD-00076,P0021,1,0.2,843.89,843.89,13.81
IT-000151,ORD-00077,P0011,2,0.05,74.59,149.19,56.05
IT-000152,ORD-00077,P0010,2,0.2,551.96,1103.92,409.32
IT-000153,ORD-00078,P0018,1,0.1,284.51,284.51,93.4
IT-000154,ORD-00079,P0017,2,0.0,866.66,1733.32,537.4
IT-000155,ORD-00080,P0013,2,0.15,1364.45,2728.91,990.43
IT-000156,ORD-00081,P0016,1,0.0,242.3,242.3,82.14
IT-000157,ORD-00081,P0010,4,0.15,586.46,2345.83,956.63
IT-000158,ORD-00082,P0015,4,0.3,728.48,2913.93,447.85
IT-000159,ORD-00083,P0020,4,0.0,696.28,2785.12,1350.48
IT-000160,ORD-00083,P0018,2,0.05,300.31,600.63,218.41
IT-000161,ORD-00084,P0005,1,0.1,236.18,236.18,41.14
IT-000162,ORD-00084,P0001,1,0.0,966.84,966.84,248.93
IT-000163,ORD-00085,P0021,2,0.0,1054.86,2109.72,449.56
IT-000164,ORD-00085,P0022,1,0.15,788.51,788.51,317.36
IT-000165,ORD-00086,P0002,1,0.1,755.39,755.39,216.21
IT-000166,ORD-00087,P0007,1,0.0,561.14,561.14,169.55
IT-000167,ORD-00088,P0002,2,0.0,839.32,1678.64,600.28
IT-000168,ORD-00089,P0008,1,0.0,449.0,449.0,86.12
IT-000169,ORD-00089,P0004,1,0.0,46.28,46.28,22.86
IT-000170,ORD-00090,P0002,2,0.1,755.39,1510.78,432.42
IT-000171,ORD-00091,P0002,2,0.0,839.32,1678.64,600.28
IT-000172,ORD-00091,P0010,1,0.15,586.46,586.46,239.16
IT-000173,ORD-00091,P0016,3,0.15,205.96,617.86,137.39
IT-000174,ORD-00092,P0015,5,0.0,1040.69,5203.45,2120.85
IT-000175,ORD-00092,P0023,2,0.15,425.03,850.07,144.33
IT-000176,ORD-00092,P0009,2,0.0,755.36,1510.72,684.36
IT-000177,ORD-00093,P0001,1,0.15,821.81,821.81,103.9
IT-000178,ORD-00094,P0005,5,0.2,209.94,1049.68,74.48
IT-000179,ORD-00094,P0014,2,0.0,26.71,53.42,14.84
IT-000180,ORD-00095,P0013,2,0.0,1605.24,3210.48,1472.0
IT-000181,ORD-00095,P0022,5,0.15,788.51,3942.56,1586.8
IT-000182,ORD-00096,P0007,3,0.15,476.97,1430.91,256.14
IT-000183,ORD-00096,P0008,1,0.05,426.55,426.55,63.67
IT-000184,ORD-00097,P0018,1,0.0,316.12,316.12,125.01
IT-000185,ORD-00098,P0018,1,0.0,316.12,316.12,125.01
IT-000186,ORD-00099,P0005,1,0.0,262.42,262.42,67.38
IT-000187,ORD-00100,P0013,1,0.0,1605.24,1605.24,736.0
IT-000188,ORD-00101,P0005,3,0.3,183.69,551.08,-34.04
IT-000189,ORD-00101,P0023,1,0.15,425.03,425.03,72.16
IT-000190,ORD-00101,P0018,3,0.1,284.51,853.52,280.19
IT-000191,ORD-00102,P0013,4,0.0,1605.24,6420.96,2944.0
IT-000192,ORD-00102,P0003,1,0.0,107.87,107.87,50.89
IT-000193,ORD-00103,P0005,2,0.0,262.42,524.84,134.76
IT-000194,ORD-00103,P0017,1,0.3,606.66,606.66,8.7
IT-000195,ORD-00103,P0015,1,0.05,988.66,988.66,372.14
IT-000196,ORD-00103,P0016,1,0.15,205.96,205.96,45.8
IT-000197,ORD-00104,P0011,1,0.0,78.52,78.52,31.95
IT-000198,ORD-00105,P0024,1,0.1,941.0,941.0,410.86
IT-000199,ORD-00106,P0012,1,0.15,420.04,420.04,11.84
IT-000200,ORD-00106,P0017,1,0.15,736.66,736.66,138.7
IT-000201,ORD-00107,P0013,2,0.0,1605.24,3210.48,1472.0
IT-000202,ORD-00108,P0004,1,0.2,37.02,37.02,13.6
IT-000203,ORD-00109,P0006,3,0.05,894.94,2684.81,1011.86
IT-000204,ORD-00109,P0015,1,0.3,728.48,728.48,111.96
IT-000205,ORD-00110,P0013,1,0.15,1364.45,1364.45,495.21
IT-000206,ORD-00111,P0021,4,0.0,1054.86,4219.44,899.12
IT-000207,ORD-00111,P0004,2,0.2,37.02,74.05,27.21
IT-000208,ORD-00112,P0014,1,0.0,26.71,26.71,7.42
IT-000209,ORD-00113,P0010,1,0.2,551.96,551.96,204.66
IT-000210,ORD-00113,P0002,1,0.1,755.39,755.39,216.21
IT-000211,ORD-00114,P0013,1,0.0,1605.24,1605.24,736.0
IT-000212,ORD-00114,P0005,3,0.0,262.42,787.26,202.14
IT-000213,ORD-00114,P0016,2,0.0,242.3,484.6,164.28
IT-000214,ORD-00115,P0024,1,0.05,993.27,993.27,463.13
IT-000215,ORD-00116,P0008,3,0.0,449.0,1347.0,258.36
IT-000216,ORD-00116,P0010,2,0.1,620.96,1241.91,547.31
IT-000217,ORD-00116,P0011,2,0.1,70.67,141.34,48.2
IT-000218,ORD-00116,P0002,2,0.0,839.32,1678.64,600.28
IT-000219,ORD-00117,P0003,1,0.0,107.87,107.87,50.89
IT-000220,ORD-00117,P0005,1,0.15,223.06,223.06,28.02
IT-000221,ORD-00118,P0009,1,0.05,717.59,717.59,304.41
IT-000222,ORD-00118,P0006,1,0.05,894.94,894.94,337.29
IT-000223,ORD-00118,P0001,1,0.15,821.81,821.81,103.9
IT-000224,ORD-00118,P0002,3,0.0,839.32,2517.96,900.42
IT-000225,ORD-00119,P0013,2,0.0,1605.24,3210.48,1472.0
IT-000226,ORD-00120,P0008,2,0.0,449.0,898.0,172.24
IT-000227,ORD-00120,P0006,1,0.2,753.63,753.63,195.98
IT-000228,ORD-00121,P0008,4,0.3,314.3,1257.2,-194.32
IT-000229,ORD-00121,P0014,2,0.2,21.37,42.74,4.16
IT-000230,ORD-00122,P0011,2,0.05,74.59,149.19,56.05
IT-000231,ORD-00122,P0014,2,0.0,26.71,53.42,14.84
IT-000232,ORD-00122,P0015,1,0.0,1040.69,1040.69,424.17
IT-000233,ORD-00123,P0012,1,0.2,395.34,395.34,-12.86
IT-000234,ORD-00123,P0006,2,0.2,753.63,1507.26,391.96
IT-000235,ORD-00124,P0024,5,0.2,836.44,4182.2,1531.5
IT-000236,ORD-00124,P0018,4,0.0,316.12,1264.48,500.04
IT-000237,ORD-00125,P0012,2,0.0,494.17,988.34,171.94
IT-000238,ORD-00125,P0024,1,0.2,836.44,836.44,306.3
IT-000239,ORD-00125,P0016,4,0.0,242.3,969.2,328.56
IT-000240,ORD-00126,P0014,2,0.0,26.71,53.42,14.84
IT-000241,ORD-00127,P0017,3,0.05,823.33,2469.98,676.1
IT-000242,ORD-00128,P0014,1,0.0,26.71,26.71,7.42
IT-000243,ORD-00128,P0002,3,0.0,839.32,2517.96,900.42
IT-000244,ORD-00129,P0013,1,0.0,1605.24,1605.24,736.0
IT-000245,ORD-00129,P0012,1,0.0,494.17,494.17,85.97
IT-000246,ORD-00130,P0011,1,0.3,54.96,54.96,8.39
IT-000247,ORD-00130,P0015,2,0.15,884.59,1769.17,536.13
IT-000248,ORD-00131,P0006,3,0.1,847.84,2543.51,870.56
IT-000249,ORD-00131,P0005,2,0.2,209.94,419.87,29.79
IT-000250,ORD-00132,P0008,1,0.0,449.0,449.0,86.12
IT-000251,ORD-00132,P0009,1,0.1,679.82,679.82,266.64
IT-000252,ORD-00132,P0025,3,0.0,241.5,724.5,331.11
IT-000253,ORD-00132,P0011,2,0.1,70.67,141.34,48.2
IT-000254,ORD-00133,P0021,1,0.15,896.63,896.63,66.55
IT-000255,ORD-00133,P0019,4,0.0,1588.55,6354.2,2863.08
IT-000256,ORD-00134,P0017,1,0.05,823.33,823.33,225.37
IT-000257,ORD-00135,P0011,1,0.0,78.52,78.52,31.95
IT-000258,ORD-00136,P0015,4,0.1,936.62,3746.48,1280.4
IT-000259,ORD-00136,P0004,1,0.05,43.97,43.97,20.55
IT-000260,ORD-00136,P0013,2,0.0,1605.24,3210.48,1472.0
IT-000261,ORD-00136,P0025,1,0.05,229.42,229.42,98.29
IT-000262,ORD-00137,P0002,2,0.3,587.52,1175.05,96.69
IT-000263,ORD-00137,P0014,1,0.15,22.7,22.7,3.41
IT-000264,ORD-00138,P0002,1,0.15,713.42,713.42,174.24
IT-000265,ORD-00138,P0007,2,0.0,561.14,1122.28,339.1
IT-000266,ORD-00138,P0011,2,0.1,70.67,141.34,48.2
IT-000267,ORD-00139,P0001,2,0.0,966.84,1933.68,497.86
IT-000268,ORD-00140,P0018,1,0.05,300.31,300.31,109.2
IT-000269,ORD-00140,P0010,2,0.05,655.45,1310.9,616.3
IT-000270,ORD-00141,P0018,2,0.0,316.12,632.24,250.02
IT-000271,ORD-00141,P0008,2,0.0,449.0,898.0,172.24
IT-000272,ORD-00142,P0025,2,0.0,241.5,483.0,220.74
IT-000273,ORD-00143,P0022,5,0.0,927.66,4638.3,2282.55
IT-000274,ORD-00143,P0015,2,0.05,988.66,1977.31,744.27
IT-000275,ORD-00144,P0019,1,0.15,1350.27,1350.27,477.49
IT-000276,ORD-00144,P0015,1,0.2,832.55,832.55,216.03
IT-000277,ORD-00145,P0015,4,0.05,988.66,3954.62,1488.54
IT-000278,ORD-00145,P0022,1,0.1,834.89,834.89,363.74
IT-000279,ORD-00146,P0006,1,0.1,847.84,847.84,290.19
IT-000280,ORD-00146,P0016,2,0.3,169.61,339.22,18.9
IT-000281,ORD-00146,P0025,4,0.0,241.5,966.0,441.48
IT-000282,ORD-00147,P0018,2,0.05,300.31,600.63,218.41
IT-000283,ORD-00147,P0004,4,0.0,46.28,185.12,91.44
IT-000284,ORD-00147,P0010,1,0.1,620.96,620.96,273.66
IT-000285,ORD-00148,P0021,1,0.2,843.89,843.89,13.81
IT-000286,ORD-00148,P0012,2,0.0,494.17,988.34,171.94
IT-000287,ORD-00148,P0016,2,0.0,242.3,484.6,164.28
IT-000288,ORD-00149,P0015,1,0.15,884.59,884.59,268.07
IT-000289,ORD-00149,P0022,1,0.1,834.89,834.89,363.74
IT-000290,ORD-00149,P0014,1,0.0,26.71,26.71,7.42
IT-000291,ORD-00150,P0008,1,0.0,449.0,449.0,86.12
IT-000292,ORD-00150,P0006,3,0.0,942.04,2826.12,1153.17
IT-000293,ORD-00151,P0007,1,0.1,505.03,505.03,113.44
IT-000294,ORD-00152,P0014,2,0.3,18.7,37.39,-1.19
IT-000295,ORD-00152,P0013,4,0.0,1605.24,6420.96,2944.0
IT-000296,ORD-00152,P0004,1,0.15,39.34,39.34,15.92
IT-000297,ORD-00153,P0001,2,0.1,870.16,1740.31,304.49
IT-000298,ORD-00153,P0002,1,0.05,797.35,797.35,258.17
IT-000299,ORD-00154,P0016,1,0.1,218.07,218.07,57.91
IT-000300,ORD-00155,P0013,2,0.1,1444.72,2889.43,1150.95
IT-000301,ORD-00155,P0016,2,0.0,242.3,484.6,164.28
IT-000302,ORD-00156,P0011,1,0.0,78.52,78.52,31.95
IT-000303,ORD-00157,P0005,2,0.0,262.42,524.84,134.76
IT-000304,ORD-00157,P0016,2,0.1,218.07,436.14,115.82
IT-000305,ORD-00158,P0022,1,0.05,881.28,881.28,410.13
IT-000306,ORD-00159,P0012,2,0.2,395.34,790.67,-25.73
IT-000307,ORD-00160,P0018,1,0.05,300.31,300.31,109.2
IT-000308,ORD-00160,P0007,1,0.3,392.8,392.8,1.21
IT-000309,ORD-00160,P0008,1,0.15,381.65,381.65,18.77
IT-000310,ORD-00160,P0024,3,0.3,731.88,2195.65,605.23
IT-000311,ORD-00161,P0020,1,0.05,661.47,661.47,302.81
IT-000312,ORD-00161,P0001,1,0.05,918.5,918.5,200.59
IT-000313,ORD-00161,P0019,1,0.0,1588.55,1588.55,715.77
IT-000314,ORD-00162,P0024,4,0.2,836.44,3345.76,1225.2
IT-000315,ORD-00162,P0023,1,0.0,500.04,500.04,147.17
IT-000316,ORD-00162,P0002,1,0.0,839.32,839.32,300.14
IT-000317,ORD-00163,P0024,2,0.1,941.0,1881.99,821.71
IT-000318,ORD-00163,P0021,2,0.0,1054.86,2109.72,449.56
IT-000319,ORD-00164,P0018,1,0.0,316.12,316.12,125.01
IT-000320,ORD-00164,P0003,5,0.1,97.08,485.42,200.52
IT-000321,ORD-00164,P0022,5,0.0,927.66,4638.3,2282.55
IT-000322,ORD-00165,P0022,4,0.15,788.51,3154.04,1269.44
IT-000323,ORD-00165,P0010,3,0.05,655.45,1966.36,924.46
IT-000324,ORD-00165,P0003,2,0.05,102.48,204.95,90.99
IT-000325,ORD-00166,P0021,3,0.0,1054.86,3164.58,674.34
IT-000326,ORD-00166,P0010,2,0.0,689.95,1379.9,685.3
IT-000327,ORD-00167,P0010,1,0.0,689.95,689.95,342.65
IT-000328,ORD-00167,P0006,1,0.1,847.84,847.84,290.19
IT-000329,ORD-00167,P0017,2,0.0,866.66,1733.32,537.4
IT-000330,ORD-00167,P0005,1,0.15,223.06,223.06,28.02
IT-000331,ORD-00168,P0013,4,0.0,1605.24,6420.96,2944.0
IT-000332,ORD-00169,P0011,3,0.1,70.67,212.0,72.29
IT-000333,ORD-00169,P0001,1,0.0,966.84,966.84,248.93
IT-000334,ORD-00169,P0007,1,0.2,448.91,448.91,57.32
IT-000335,ORD-00169,P0025,1,0.0,241.5,241.5,110.37
IT-000336,ORD-00170,P0017,1,0.1,779.99,779.99,182.03
IT-000337,ORD-00170,P0002,5,0.0,839.32,4196.6,1500.7
IT-000338,ORD-00171,P0005,1,0.0,262.42,262.42,67.38
IT-000339,ORD-00171,P0017,1,0.3,606.66,606.66,8.7
IT-000340,ORD-00172,P0016,1,0.0,242.3,242.3,82.14
IT-000341,ORD-00173,P0014,2,0.0,26.71,53.42,14.84
IT-000342,ORD-00173,P0015,1,0.15,884.59,884.59,268.07
IT-000343,ORD-00174,P0012,4,0.3,345.92,1383.68,-249.12
IT-000344,ORD-00174,P0008,2,0.2,359.2,718.4,-7.36
IT-000345,ORD-00175,P0009,1,0.0,755.36,755.36,342.18
IT-000346,ORD-00175,P0022,3,0.0,927.66,2782.98,1369.53
IT-000347,ORD-00175,P0014,1,0.05,25.37,25.37,6.08
IT-000348,ORD-00175,P0024,2,0.2,836.44,1672.88,612.6
IT-000349,ORD-00176,P0020,2,0.1,626.65,1253.3,535.98
IT-000350,ORD-00176,P0003,5,0.1,97.08,485.42,200.52
IT-000351,ORD-00176,P0011,4,0.05,74.59,298.38,112.1
IT-000352,ORD-00176,P0007,2,0.0,561.14,1122.28,339.1
IT-000353,ORD-00177,P0021,2,0.2,843.89,1687.78,27.62
IT-000354,ORD-00177,P0002,1,0.0,839.32,839.32,300.14
IT-000355,ORD-00177,P0001,3,0.3,676.79,2030.36,-123.37
IT-000356,ORD-00177,P0003,2,0.0,107.87,215.74,101.78
IT-000357,ORD-00178,P0023,1,0.1,450.04,450.04,97.17
IT-000358,ORD-00179,P0007,2,0.0,561.14,1122.28,339.1
IT-000359,ORD-00179,P0025,1,0.0,241.5,241.5,110.37
IT-000360,ORD-00179,P0015,1,0.0,1040.69,1040.69,424.17
IT-000361,ORD-00179,P0017,3,0.3,606.66,1819.99,26.11
IT-000362,ORD-00180,P0021,2,0.1,949.37,1898.75,238.59
IT-000363,ORD-00180,P0013,3,0.1,1444.72,4334.15,1726.43
IT-000364,ORD-00181,P0022,2,0.3,649.36,1298.72,356.42
IT-000365,ORD-00181,P0015,1,0.0,1040.69,1040.69,424.17
IT-000366,ORD-00181,P0004,1,0.0,46.28,46.28,22.86
IT-000367,ORD-00182,P0004,2,0.0,46.28,92.56,45.72
IT-000368,ORD-00183,P0003,1,0.0,107.87,107.87,50.89
IT-000369,ORD-00183,P0021,1,0.0,1054.86,1054.86,224.78
IT-000370,ORD-00184,P0008,1,0.3,314.3,314.3,-48.58
IT-000371,ORD-00184,P0005,2,0.05,249.3,498.6,108.52
IT-000372,ORD-00184,P0020,5,0.1,626.65,3133.26,1339.96
IT-000373,ORD-00184,P0025,2,0.0,241.5,483.0,220.74
IT-000374,ORD-00185,P0015,3,0.1,936.62,2809.86,960.3
IT-000375,ORD-00185,P0021,1,0.0,1054.86,1054.86,224.78
IT-000376,ORD-00185,P0004,2,0.0,46.28,92.56,45.72
IT-000377,ORD-00185,P0002,1,0.0,839.32,839.32,300.14
IT-000378,ORD-00186,P0010,5,0.1,620.96,3104.78,1368.28
IT-000379,ORD-00186,P0011,3,0.1,70.67,212.0,72.29
IT-000380,ORD-00187,P0014,2,0.0,26.71,53.42,14.84
IT-000381,ORD-00187,P0010,1,0.2,551.96,551.96,204.66
IT-000382,ORD-00187,P0011,2,0.0,78.52,157.04,63.9
IT-000383,ORD-00188,P0014,2,0.0,26.71,53.42,14.84
IT-000384,ORD-00189,P0023,5,0.1,450.04,2250.18,485.83
IT-000385,ORD-00189,P0014,2,0.0,26.71,53.42,14.84
IT-000386,ORD-00190,P0010,3,0.0,689.95,2069.85,1027.95
IT-000387,ORD-00190,P0012,1,0.0,494.17,494.17,85.97
IT-000388,ORD-00191,P0022,3,0.15,788.51,2365.53,952.08
IT-000389,ORD-00192,P0009,1,0.0,755.36,755.36,342.18
IT-000390,ORD-00193,P0020,4,0.0,696.28,2785.12,1350.48
